key,Unnamed: 0,Smiles_A,Smiles_B,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi,heavy_atoms,NHOHs,NOs,hetero_arom_rings,rings
a_45,44,O=CC1c(cccc2)c2-c2c1cccc2,OC=C1c(cccc2)c2-c2c1cccc2,-3054.494549977894,-3033.50432041105,-20.990229566844846,-3046.260898180321,-3017.97990150015,-28.280996680171484,8.233651797573202,15.52441891089984,7.290767113326638,15.0,0.0,1.0,15.0,3.0
a_46,45,CC(C1c(cccc2)c2-c2c1cccc2)=O,CC(O)=C1c(cccc2)c2-c2c1cccc2,-3358.401265148094,-3337.2539206294105,-21.14734451868389,-3345.4499773799525,-3314.6877584504305,-30.762218929522533,12.951287768141356,22.566162178979997,9.614874410838636,16.0,0.0,1.0,16.0,3.0
a_47,46,O=C(C1c(cccc2)c2-c2c1cccc2)c1ccccc1,OC(c1ccccc1)=C1c(cccc2)c2-c2c1cccc2,-4309.899937980274,-4255.99592150907,-53.90401647120416,-4299.362880374535,-4236.69200207636,-62.67087829817501,10.537057605739392,19.30391943271025,8.766861826970853,21.0,0.0,1.0,21.0,4.0
a_48,47,O=C(CC(N1)=O)NC1=O,OC(NC(N1)=O)=CC1=O,-1470.5917633551962,-1494.80389234888,24.21212899368379,-1450.0567136664235,-1472.3169902474099,22.26027658098633,20.53504968877246,22.486902101469926,1.9518524126974623,9.0,2.0,5.0,9.0,1.0
a_49,48,CC(C(NC(N1)=O)=O)C1=O,CC(C(NC(N1)=O)=O)=C1O,-1768.4348316534415,-1793.3631450719502,24.9283134185082,-1754.7407800557169,-1776.6024097023,21.8616296465832,13.694051597724865,16.760735369649865,3.066683771925,10.0,2.0,5.0,10.0,1.0
a_50,49,CCC(C(NC(N1)=O)=O)C1=O,CCC(C(NC(N1)=O)=O)=C1O,-2063.9291948730443,-2089.21717481654,25.287979943496342,-2050.91422381203,-2072.32906032122,21.414836509190078,13.014971061013966,16.888114495320224,3.8731434343062574,11.0,2.0,5.0,11.0,1.0
a_51,50,CC(C)C(C(NC(N1)=O)=O)C1=O,CC(C)C(C(NC(N1)=O)=O)=C1O,-2359.8262137421984,-2384.8741539799803,25.047940237781404,-2346.349169037788,-2367.7020755221697,21.35290648438195,13.477044704410217,17.172078457809675,3.6950337533994566,12.0,2.0,5.0,12.0,1.0
a_52,51,O=C(C(c1ccccc1)C(N1)=O)NC1=O,OC(NC(N1)=O)=C(c2ccccc2)C1=O,-2717.307883793974,-2731.92984192023,14.621958126256231,-2700.978592147612,-2722.05127403555,21.07268188793796,16.32929164636198,9.878567884680253,-6.450723761681728,15.0,2.0,5.0,15.0,2.0
a_53,52,CC(C)(CC(C1)=O)CC1=O,CC(C)(C1)CC(O)=CC1=O,-2306.702371695855,-2320.95745515909,14.255083463235225,-2296.4282302098372,-2311.0686828693,14.64045265946288,10.27414148601747,9.888772289789813,-0.3853691962276571,10.0,0.0,2.0,10.0,1.0
a_54,53,CCC(C(CC(C)(C)C1)=O)C1=O,CCC(C(CC(C)(C)C1)=O)=C1O,-2899.2716766371595,-2912.73377859961,13.46210196245056,-2894.380798113341,-2907.34708427523,12.966286161889002,4.890878523818628,5.386694324380187,0.4958158005615587,12.0,0.0,2.0,12.0,1.0
a_55,54,O=C(C1c2ccccc2)c(cccc2)c2C1=O,OC(c(cccc1)c1C1=O)=C1c1ccccc1,-3324.680257188601,-3323.1260977124703,-1.5541594761316446,-3311.775971798497,-3307.20265137473,-4.57332042376629,12.904285390105088,15.923446337739732,3.0191609476346457,17.0,0.0,2.0,17.0,3.0
a_56,55,CC(C(c1c2cccc1)=O)C2=O,CC(C(c1c2cccc1)=O)=C2O,-2374.302223433417,-2379.1009238281,4.7987003946827835,-2359.746972380456,-2356.70735684564,-3.0396155348157663,14.555251052961465,22.393566982460012,7.838315929498549,12.0,0.0,2.0,12.0,2.0
a_57,56,O=C(C(C(c1ccccc1)=O)c1ccccc1)c1ccccc1,O/C(/c1ccccc1)=C(\C(c1ccccc1)=O)/c1ccccc1,-4696.963720405036,-4650.77937146197,-46.184348943065736,-4682.911714395294,-4642.3617928861495,-40.54992150914313,14.052006009742401,8.417578575819789,-5.63442743392261,23.0,0.0,2.0,23.0,3.0
a_548,58,CCOC(CC1=Nc(cccc2)c2NC1=O)=O,CCOC(/C=C1\Nc(cccc2)c2NC1=O)=O,-3294.065531319497,-3301.06769265601,7.002161336512472,-3295.339232318293,-3299.7998832918797,4.46065097358678,-1.2737009987959027,1.2678093641297892,2.541510362925692,17.0,1.0,5.0,17.0,2.0
a_61,60,CC(C)C(Cc1nc2ccccc2cc1C)=O,CC(C)C(/C=C1/Nc(cccc2)c2C=C1C)=O,-3791.8125343408014,-3778.71794950652,-13.09458483428125,-3775.2613668214467,-3778.19506171438,2.933694892933545,16.551167519355204,0.5228877921404091,-16.028279727214795,17.0,0.0,2.0,17.0,2.0
a_64,63,Cc1n[nH]cc1,Cc1ccn[nH]1,-1238.2366421947686,-1248.89593912812,10.659296933351245,-1238.2509617267167,-1248.9062315022302,10.65526977551326,-0.014319531947876385,-0.010292374109894808,0.004027157837981576,6.0,1.0,2.0,6.0,1.0
a_65,64,c1c[nH]nc1-c1ccccc1,c1c(-c2ccccc2)[nH]nc1,-2192.735671449936,-2197.72694796751,4.9912765175745335,-2192.2642959781297,-2198.59168333036,6.327387352230289,0.4713754718059136,-0.8647353628498422,-1.3361108346557558,11.0,1.0,2.0,11.0,2.0
a_66,65,Cc1cc(-c2ccccc2)n[nH]1,Cc1n[nH]c(-c2ccccc2)c1,-2493.166125865084,-2497.5698444764103,4.403718611325985,-2492.6193969862315,-2497.83076055842,5.211363572188475,0.5467288788522637,-0.2609160820102261,-0.8076449608624898,12.0,1.0,2.0,12.0,2.0
a_67,66,Oc1cc2ccccc2cn1,O=C1NC=C(C=CC=C2)C2=C1,-2137.8033346006373,-2127.35103665907,-10.452297941567851,-2137.091331502731,-2144.25498557609,7.1636540733588845,0.7120030979067451,-16.90394891701999,-17.615952014926734,11.0,1.0,2.0,11.0,2.0
a_68,67,Cc1nc(O)cc2ccccc12,CC(N1)=C(C=CC=C2)C2=CC1=O,-2443.169767884065,-2433.67548978391,-9.494278100155498,-2437.458885150792,-2443.14640927882,5.6875241280281434,5.710882733273593,-9.470919494910051,-15.181802228183642,12.0,1.0,2.0,12.0,2.0
a_70,69,CC(C)=O,CC(O)=C,-978.5249969407147,-984.0416604980479,5.516663557333118,-957.6660669125577,-963.602764905472,5.936697992914332,20.858930028157264,20.438895592576046,-0.4200344355812149,4.0,0.0,1.0,4.0,0.0
a_35,70,CC(C)C(C)=O,CC(C)C(O)=C,-1573.464743858251,-1580.3938679029002,6.929124044648916,-1552.8169577413871,-1559.7334663445401,6.9165086031530345,20.647786116864157,20.66040155836004,0.012615441495881896,6.0,0.0,1.0,6.0,0.0
a_72,71,CC(C)(C)C(C)=O,CC(C)(C)C(O)=C,-1870.0232913421287,-1877.4490265024601,7.425735160331443,-1849.2553156625168,-1855.8204380261398,6.5651223636232325,20.767975679611713,21.628588476319923,0.8606127967082102,7.0,0.0,1.0,7.0,0.0
a_73,72,O=C1CCCCC1,OC1=CCCCC1,-1743.338314085282,-1752.9406814796803,9.602367394398016,-1727.5661902246025,-1735.8602667297198,8.294076505117573,15.772123860679585,17.080414749960028,1.3082908892804426,7.0,0.0,1.0,7.0,1.0
a_74,73,O=C(CCC1)c2c1cccc2,OC1=CCCc2c1cccc2,-2406.2069375437586,-2410.6300724414605,4.423134897701402,-2388.0816242985998,-2392.26179139321,4.1801670946101686,18.12531324515885,18.368281048250086,0.2429678030912328,11.0,0.0,1.0,11.0,2.0
a_75,74,O=C1CCCC1,OC1=CCCC1,-1443.7777848842609,-1452.31943517522,8.541650290959296,-1425.4460561415199,-1433.78348519497,8.337429053449796,18.33172874274055,18.535949980250045,0.2042212375095005,6.0,0.0,1.0,6.0,1.0
a_76,75,CC(c(cc1)ccc1OC)=O,COc(cc1)ccc1C(O)=C,-2326.004329973429,-2342.13001229044,16.125682317011524,-2304.1276338315397,-2318.8184007254104,14.69076689386975,21.87669614188826,23.311611565030034,1.4349154231417742,11.0,0.0,2.0,11.0,1.0
a_77,76,CC(c(cc1)ccc1[N+]([O-])=O)=O,C=C(c(cc1)ccc1[N+]([O-])=O)O,-2121.6153782218603,-2137.78627243553,16.170894213669726,-2103.3288163414004,-2118.81434804447,15.485531703069682,18.286561880459885,18.97192439105993,0.6853625106000436,12.0,0.0,4.0,12.0,1.0
a_78,77,O=C(Cc1ccccc1)c1ccco1,O/C(/c1ccco1)=C\c1ccccc1,-2811.1865351292863,-2821.84032740415,10.653792274863463,-2796.6404497313847,-2814.29065107552,17.650201344135443,14.546085397901606,7.54967632862963,-6.9964090692719765,14.0,0.0,2.0,14.0,2.0
a_79,78,O=C(Cc1ccccc1)c1ccncc1,O/C(/c1ccncc1)=C\c1ccccc1,-3052.3364757092877,-3062.60235747938,10.265881770092165,-3038.3415049744226,-3054.14114627488,15.799641300457553,13.99497073486509,8.461211204499705,-5.533759530365387,15.0,0.0,2.0,15.0,2.0
a_80,79,O=C(Cc1ccccc1)c1cnccc1,O/C(/c1cnccc1)=C\c1ccccc1,-3053.4010961046947,-3060.78351024008,7.382414135385262,-3037.933574962881,-3055.10176785802,17.168192895138873,15.46752114181345,5.681742382059838,-9.785778759753613,15.0,0.0,2.0,15.0,2.0
a_81,80,O=C(Cc1ccccc1)c1ncccc1,O/C(/c1ncccc1)=C\c1ccccc1,-3055.840880409636,-3060.82819849688,4.987318087244148,-3046.2260046769757,-3056.7323614171,10.506356740124373,9.614875732660039,4.0958370797798125,-5.519038652880226,15.0,0.0,2.0,15.0,2.0
a_82,81,O=C(Cc1ccccc1)c1nccnc1,O/C(/c1nccnc1)=C\c1ccccc1,-2922.670266652629,-2932.3118094657502,9.641542813120395,-2912.9774044108726,-2927.63449723354,14.657092822666984,9.692862241756304,4.677312232209714,-5.015550009546587,15.0,0.0,3.0,15.0,2.0
a_83,82,CCOC(C(Cc1ccccc1)=O)=O,CCOC(/C(/O)=C/c1ccccc1)=O,-2897.033826498296,-2913.9922632487396,16.958436750444434,-2891.4801279098747,-2905.8266279159698,14.346500006095086,5.553698588420502,8.165635332769853,2.61193674434935,14.0,0.0,3.0,14.0,1.0
a_84,83,O=C(Cc1cnccc1)c1ccccc1,O/C(/c1ccccc1)=C\c1cnccc1,-3053.634003269647,-3072.20329517026,18.569291900613283,-3038.949076960243,-3053.7488044927504,14.79972753250695,14.684926309403634,18.45449067750997,3.76956436810633,15.0,0.0,2.0,15.0,2.0
a_85,84,O=C(Cc1ccncc1)c1ccccc1,O/C(/c1ccccc1)=C\c1ccncc1,-3053.983715745941,-3065.6731796610998,11.68946391515965,-3040.017040817957,-3054.69359165419,14.676550836232765,13.966674927983151,10.979588006910038,-2.9870869210731144,15.0,0.0,2.0,15.0,2.0
a_86,85,O=C(Cc1ncccc1)c1ccccc1,O/C(/c1ccccc1)=C\c1ncccc1,-3056.9870811595006,-3061.5308949443297,4.543813784828672,-3040.924340267684,-3055.3230978857896,14.398757618106178,16.06274089181761,6.207797058540108,-9.854943833277504,15.0,0.0,2.0,15.0,2.0
a_87,86,O=C(Cc1nccnc1)c1ccccc1,O/C(/c1ccccc1)=C\c1nccnc1,-2924.356981884344,-2934.90179304185,10.544811157506047,-2909.613416969323,-2924.78975540609,15.176338436766855,14.74356491502067,10.112037635759863,-4.631527279260808,15.0,0.0,3.0,15.0,2.0
a_88,87,CC(Cc1ccnc2ccccc12)=O,C/C(/O)=C/c1ccnc2ccccc12,-2897.3498916263493,-2887.55739997236,-9.7924916539896,-2881.578139261565,-2869.07317576966,-12.504963491905071,15.771752364784787,18.48422420270026,2.712471837915473,14.0,0.0,2.0,14.0,2.0
a_89,88,O=C(Cc1ccnc2ccccc12)c1ncccc1,O/C(/c1ncccc1)=C\c1ccnc2ccccc12,-3723.0670833313775,-3702.1806887765206,-20.88639455485827,-3713.4908532035024,-3695.9229253206104,-17.56792788289249,9.576230127875988,6.257763455910207,-3.31846667196578,19.0,0.0,3.0,19.0,3.0
a_90,89,COC(C(Cc1ccnc2ccccc12)=O)=O,COC(/C(/O)=C/c1ccnc2ccccc12)=O,-3265.622473403308,-3260.47668044165,-5.145792961658117,-3258.541012725695,-3246.51283175831,-12.028180967385195,7.081460677612995,13.963848683340075,6.88238800572708,17.0,0.0,4.0,17.0,2.0
a_91,90,O=C(Cc1ccnc2ccccc12)c1ccccc1,O/C(/c1ccccc1)=C\c1ccnc2ccccc12,-3850.021561853936,-3837.4080576002293,-12.613504253705742,-3835.2299007819142,-3821.8811755570705,-13.348725224843747,14.79166107202218,15.526882043160185,0.7352209711380056,19.0,0.0,2.0,19.0,3.0
a_92,91,CCCOC(C(Cc1ccnc2ccccc12)=O)=O,CCCOC(/C(/O)=C/c1ccnc2ccccc12)=O,-3861.101024792495,-3852.2635601633,-8.837464629194981,-3854.243788192729,-3838.63469746794,-15.609090724788985,6.857236599766112,13.628862695360112,6.7716260955940015,19.0,0.0,4.0,19.0,2.0
a_93,92,CC(Cc1ncccc1)=O,C/C(/O)=C/c1ncccc1,-2101.618409704831,-2119.48607940059,17.867669695759105,-2087.019613318575,-2102.24063478891,15.22102147033502,14.5987963862558,17.245444611679886,2.6466482254240877,10.0,0.0,2.0,10.0,1.0
a_94,93,CCOC(C(Cc1cn2nccc2nc1)=O)=O,CCOC(/C(/O)=C/c1cn2nccc2nc1)=O,-3125.9199336386737,-3140.11642609026,14.196492451585982,-3121.501711368695,-3131.26111372344,9.759402354744907,4.418222269979196,8.855312366820273,4.437090096841075,17.0,0.0,6.0,17.0,2.0
a_95,94,CC(C)(C)C(Cc1ncccc1)=O,CC(C)(C)/C(/O)=C/c1ncccc1,-2992.102671148928,-3008.63407393667,16.531402787742536,-2989.212182101941,-2993.87674478813,4.664562686189129,2.890489046986658,14.757329148540066,11.866840101553409,13.0,0.0,2.0,13.0,1.0
a_96,95,CCOC(C)=O,CCOC(O)=C,-1389.2350832521026,-1399.43088325444,10.195800002337137,-1355.979349937223,-1368.4423042041199,12.46295426689676,33.255733314879535,30.988579050319913,-2.2671542645596223,6.0,0.0,2.0,6.0,0.0
a_97,96,CCC(O)=O,CC=C(O)O,-1095.832108412178,-1105.7097501128599,9.877641700682034,-1062.0379703602457,-1073.47245097346,11.434480613214193,33.79413805193235,32.23729913940019,-1.5568389125321571,5.0,1.0,2.0,5.0,0.0
a_98,97,CC(N)=O,C=C(N)O,-864.6746428259012,-872.036526725772,7.3618838998706915,-832.3227920778792,-842.352088240479,10.029296162599962,32.35185074802223,29.684438485292958,-2.667412262729272,4.0,2.0,2.0,4.0,0.0
a_99,98,CC(NC)=O,CNC(O)=C,-1154.4063925206162,-1162.4786150402801,8.072222519663683,-1123.75353581946,-1134.17194718092,10.418411361459905,30.652856701156225,28.306667859360005,-2.3461888417962204,5.0,1.0,2.0,5.0,0.0
a_102,101,OC(C1=CC=CC1)=O,OC(O)=C1C=CC=C1,-1567.9427220272726,-1583.0978593152302,15.155137287957132,-1542.0122968557835,-1557.2398968027999,15.227599947016413,25.930425171489105,25.857962512429825,-0.0724626590592834,8.0,1.0,2.0,8.0,1.0
a_103,102,OC(C1=CCc2c1cccc2)=O,OC(O)=C(C=C1)c2c1cccc2,-2374.193569066623,-2379.5676873922102,5.374118325587459,-2347.746401380018,-2349.1546895706897,1.4082881906720104,26.44716768660419,30.412997821519642,3.9658301349154503,12.0,1.0,2.0,12.0,2.0
a_104,103,CC(CC(OC)=O)=O,C/C(/O)=C/C(OC)=O,-1651.1420690695666,-1667.73020423242,16.588135162853405,-1635.4506256901816,-1652.31398720314,16.86336151295859,15.691443379385193,15.416217029280007,-0.2752263501051857,8.0,0.0,3.0,8.0,0.0
a_105,104,O=C(C1)C=CNC1=O,OC(C=CN1)=CC1=O,-1454.8800971683381,-1473.6173481450303,18.737250976691943,-1450.3811360571178,-1466.56469671977,16.18356066265187,4.498961111220068,7.052651425260137,2.553690314040068,8.0,1.0,3.0,8.0,1.0
a_106,105,CC(C(C)=O)=O,CC(C(O)=C)=O,-1243.6327191268294,-1255.3358864026,11.703167275770511,-1232.332791735781,-1242.8199196457301,10.487127909948867,11.299927391048412,12.515966756870055,1.2160393658216435,6.0,0.0,2.0,6.0,0.0
a_107,106,O=C(CCCC1)C1=O,OC1=CCCCC1=O,-1704.0382115314828,-1718.48515579811,14.446944266627042,-1695.4568722863244,-1708.97341868281,13.516546396485634,8.581339245158688,9.511737115300091,0.9303978701414052,8.0,0.0,2.0,8.0,1.0
a_108,107,O=C(CC=CC=C1)C1=O,OC1=CC=CC=CC1=O,-1706.8453604633316,-1725.8441153142599,18.998754850928663,-1653.6964249542777,-1686.74505750009,33.048632545812325,53.14893550905367,39.09905781417001,-14.049877694883662,9.0,0.0,2.0,9.0,1.0
a_110,109,O=C(CCC1)C1=O,OC1=CCCC1=O,-1404.7813029700806,-1419.0306424659198,14.249339495839422,-1397.291483052578,-1409.38044212975,12.088959077172149,7.4898199175027,9.650200336169975,2.1603804186672733,7.0,0.0,2.0,7.0,1.0
