,Smiles_A,Smiles_B,natoms,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi
11,CC(C)C1=C(C)CCC1,CC(CCC1)C1=C(C)C,9.0,-2523.475546574496,-2523.4325771713256,-0.04296940317044573,-2521.0323485242425,-2520.081244102478,-0.9511044217642848,2.4431980502536135,3.3513330688474525,0.908135018593839
12,CC(C(C)=O)C1=C(C)CCC1,CC(CCC1)/C1=C(/C)\C(C)=O,11.0,-2797.384109004093,-2795.5464655380247,-1.8376434660681298,-2793.6747848298596,-2790.899147621155,-2.7756372087046657,3.7093241742331884,4.647317916869724,0.9379937426365359
13,CC(C)C1=C(C)CCCC1,CC(CCCC1)C1=C(C)C,10.0,-2821.9107128971177,-2820.527162887573,-1.383550009544706,-2819.4956487517484,-2818.2272560272218,-1.2683927245266204,2.4150641453693424,2.299906860351257,-0.11515728501808553
14,CC(C(C)=O)C1=C(C)CCCC1,CC(CCCC1)/C1=C(/C)\C(C)=O,12.0,-3096.1723871151544,-3090.0230422210693,-6.149344894085061,-3091.9456175959067,-3087.38145703125,-4.564160564656504,4.226769519247682,2.641585189819125,-1.5851843294285572
15,CC(C)C1=C(C)CCCCC1,CC(CCCCC1)C1=C(C)C,11.0,-3111.7989711099776,-3108.440946899414,-3.358024210563599,-3108.8856011841626,-3106.6878661193846,-2.197735064778044,2.9133699258150045,1.7530807800294497,-1.1602891457855549
16,CC(C)/C1=C(\C)/CCCCCC1,CC(CCCCCC1)C1=C(C)C,12.0,-3403.2547069498423,-3396.9659515686035,-6.288755381238843,-3404.1544258769727,-3394.838115463257,-9.316310413715655,-0.8997189271303796,2.1278361053464323,3.027555032476812
17,CCC1=CCOC=C1,C/C=C1/C=COCC1,8.0,-1882.62304120272,-1882.6864784317017,0.0634372289816838,-1885.753279966007,-1885.7330808792115,-0.020199086795628318,-3.130238763287025,-3.046602447509713,0.08363631577731212
18,CCC1=CCOc2c1cccc2,C/C=C1/c(cccc2)c2OCC1,12.0,-2697.568770695049,-2683.2071349105836,-14.361635784465307,-2697.65525893601,-2685.155862602234,-12.499396333776076,-0.08648824096098906,-1.9487276916502196,-1.8622394506892306
19,OC1=CCCC1,O=C1CCCC1,6.0,-1434.192588592098,-1433.8824918365478,-0.3100967555501484,-1452.5243173348385,-1452.5570951156617,0.03277778082315308,-18.33172874274055,-18.674603279113853,-0.34287453637330145
20,OC1=CCCCC1,O=C1CCCCC1,7.0,-1736.9573584906052,-1735.9938725509644,-0.9634859396408046,-1752.729477958573,-1752.7695395736694,0.0400616150964197,-15.772119467967741,-16.775667022704965,-1.0035475547372243
21,OC1=CCCCCC1,O=C1CCCCCC1,8.0,-2028.841687541401,-2027.5202627105714,-1.3214248308295282,-2044.3810768068872,-2044.4076525650025,0.026575758115313874,-15.539389265486307,-16.88738985443115,-1.348000588944842
22,CCOC(C(CCC1)=C1O)=O,CCOC(C(CCC1)C1=O)=O,11.0,-2433.3817335426247,-2430.0768030395507,-3.304930503074047,-2435.4350881560617,-2433.0780125885008,-2.357075567560969,-2.0533546134370226,-3.0012095489501007,-0.9478549355130781
23,CCOC(C(CCCC1)=C1O)=O,CCOC(C(CCCC1)C1=O)=O,12.0,-2735.5658435656424,-2728.8058849868776,-6.759958578764781,-2735.3118546408027,-2730.2786910095215,-5.033163631281241,0.2539889248396321,-1.4728060226439084,-1.7267949474835405
24,CC(C(CCC1)=C1O)=O,CC(C(CCC1)C1=O)=O,9.0,-2010.8886053830897,-2010.8807743835448,-0.007830999544921724,-2024.9378220366514,-2023.4665713043212,-1.4712507323301907,-14.049216653561643,-12.585796920776374,1.463419732785269
25,CC(C(CCCC1)=C1O)=O,CC(C(CCCC1)C1=O)=O,10.0,-2310.972711712251,-2309.9564610214234,-1.0162506908277464,-2322.849707643405,-2321.280053855896,-1.5696537875091963,-11.876995931153942,-11.323592834472493,0.5534030966814498
26,CC(C(CCC1)=C1O)=O,C/C(/O)=C(\CCC1)/C1=O,9.0,-2010.8886053830897,-2010.8807743835448,-0.007830999544921724,-2007.51043270024,-2008.341235244751,0.8308025445110161,3.3781726828497085,2.5395391387937707,-0.8386335440559378
27,CC(C(CCCC1)=C1O)=O,C/C(/O)=C(\CCCC1)/C1=O,10.0,-2310.927547987607,-2310.6926001205443,-0.2349478670626013,-2303.486160581409,-2305.346090812683,1.8599302312741202,7.441387406197919,5.346509307861197,-2.0948780983367215
28,OC(CCCC1CC2)=C1C2=O,O=C(CCC1CCC2)C1C2=O,11.0,-2479.8644292418135,-2474.2933569488523,-5.571072292961162,-2488.3126255179022,-2475.130310508728,-13.18231500917409,-8.448196276088765,-0.8369535598758375,7.611242716212928
29,OC(CCC1CC2)=C1C2=O,O=C(CCC1CC2)C1C2=O,10.0,-2173.4367897162106,-2174.5066908416748,1.0699011254641846,-2191.68577090472,-2186.639614425659,-5.046156479060755,-18.248981188509333,-12.132923583984393,6.11605760452494
30,CC=O,C=CO,3.0,-681.0408244073687,-682.2794573020935,1.2386328947247875,-666.0718437410311,-665.2671490058899,-0.8046947351411973,14.968980666337643,17.012308296203628,2.043327629865985
31,CC(c1ccccc1)=O,C=C(c1ccccc1)O,9.0,-1950.616307085671,-1949.2206796417236,-1.3956274439474328,-1930.7762174969596,-1928.7245543518065,-2.051663145153043,19.840089588711407,20.496125289917018,0.6560357012056102
32,CCC(C)=O,C/C=C(/C)\O,5.0,-1282.3236299228886,-1282.2038807144165,-0.11974920847205794,-1266.2916867867661,-1265.441849155426,-0.8498376313400513,16.031943136122436,16.76203155899043,0.7300884228679934
33,CC(C)C=O,CC(C)=CO,5.0,-1276.0754437619519,-1276.0914102287293,0.015966466777399546,-1260.2679311601164,-1261.6106357345582,1.3427045744417683,15.80751260183547,14.4807744941711,-1.3267381076643687
34,CC(C)C(C)=O,CC(C)=C(C)O,6.0,-1580.596834112379,-1580.441030319214,-0.15580379316497783,-1562.016378256314,-1563.1236395187377,1.1072612624236626,18.580455856064873,17.317390800476232,-1.2630650555886405
35,CC(C)C(c1ccccc1)=O,CC(C)=C(c1ccccc1)O,11.0,-2544.4059523590527,-2540.4033632812498,-4.002589077802895,-2525.7036753707544,-2520.834977348328,-4.868698022426543,18.70227698829831,19.568385932921956,0.8661089446236474
36,O=CCc1ccccc1,O/C=C\c1ccccc1,9.0,-1940.440696705665,-1940.0562404937743,-0.38445621189066514,-1928.1118200474293,-1924.3647247924805,-3.7470952549488175,12.328876658235686,15.691515701293838,3.3626390430581523
37,CC(Cc1ccccc1)=O,C/C(/O)=C/c1ccccc1,10.0,-2245.166682726196,-2243.327603302002,-1.8390794241940966,-2230.0574096790215,-2225.0128003234863,-5.044609355535158,15.10927304717461,18.314802978515672,3.2055299313410615
38,O=C(Cc1ccccc1)c1ccccc1,O/C(/c1ccccc1)=C\c1ccccc1,15.0,-3208.8845253306677,-3186.4597273864747,-22.42479794419296,-3193.814227339801,-3176.52184954834,-17.29237779146115,15.070297990866493,9.937877838134682,-5.132420152731811
39,O=CC(c1ccccc1)c1ccccc1,OC=C(c1ccccc1)c1ccccc1,15.0,-3198.5212568539228,-3173.1578486938474,-25.363408160075323,-3189.1825041681445,-3163.9898907165525,-25.192613451592024,9.338752685778218,9.167957977294918,-0.17079470848329947
40,COCC(c1ccccc1)=O,CO/C=C(/c1ccccc1)\O,11.0,-2336.654622859662,-2330.9858648986815,-5.668757960980656,-2322.9311634778605,-2318.428218612671,-4.50294486518942,13.723459381801604,12.557646286010367,-1.1658130957912363
41,O=C(C1)Cc2c1cccc2,OC(C1)=Cc2c1cccc2,10.0,-2121.1344608865024,-2115.4327597274782,-5.701701159024196,-2104.5204327618094,-2099.1578221206664,-5.362610641142965,16.61402812469305,16.274937606811818,-0.3390905178812318
42,O=C(CC1)c2c1cccc2,OC1=CCc2c1cccc2,10.0,-2124.2569716583907,-2116.790851913452,-7.466119744938624,-2105.6418895061183,-2097.5843775787353,-8.057511927383075,18.615082152272407,19.20647433471686,0.5913921824444515
43,CCC(C)=O,CCC(O)=C,5.0,-1282.323537048937,-1282.2029130363464,-0.12062401259049693,-1262.5712842560613,-1261.5610202407836,-1.0102640152776985,19.75225279287565,20.641892795562853,0.8896400026872016
44,O=CC1c(cccc2)c2-c2c1cccc2,OC=C1c(cccc2)c2-c2c1cccc2,15.0,-3081.9587696843823,-3037.676584991455,-44.28218469292733,-3073.7251178868096,-3029.259897079468,-44.465220807341666,8.233651797572747,8.416687911987083,0.18303611441433532
45,CC(C1c(cccc2)c2-c2c1cccc2)=O,CC(O)=C1c(cccc2)c2-c2c1cccc2,16.0,-3386.51011627727,-3337.6501009368894,-48.860015340380414,-3373.55882850912,-3325.504861450195,-48.05396705892463,12.951287768149996,12.145239486694209,-0.8060482814557872
46,O=C(C1c(cccc2)c2-c2c1cccc2)c1ccccc1,OC(c1ccccc1)=C1c(cccc2)c2-c2c1cccc2,21.0,-4347.689948448702,-4264.928139404296,-82.76180904440571,-4337.152890842963,-4249.876346878052,-87.27654396491107,10.537057605739392,15.051792526244753,4.5147349205053615
47,O=C(CC(N1)=O)NC1=O,OC(NC(N1)=O)=CC1=O,9.0,-1494.750003718148,-1494.2161638565065,-0.5338398616415816,-1474.2149540293933,-1474.6366936111451,0.42173958175180815,20.535049688754725,19.579470245361335,-0.9555794433933897
48,CC(C(NC(N1)=O)=O)C1=O,CC(C(NC(N1)=O)=O)=C1O,10.0,-1793.2377034391423,-1790.2443683395386,-2.993335099603655,-1779.5436518414174,-1776.8937538604737,-2.649897980943706,13.694051597724865,13.350614479064916,-0.3434371186599492
49,CCC(C(NC(N1)=O)=O)C1=O,CCC(C(NC(N1)=O)=O)=C1O,11.0,-2089.376698081457,-2085.8645645599363,-3.512133521520809,-2076.3617270204436,-2072.7497116470336,-3.6120153734100313,13.014971061013512,13.114852912902734,0.09988185188922216
50,CC(C)C(C(NC(N1)=O)=O)C1=O,CC(C)C(C(NC(N1)=O)=O)=C1O,12.0,-2385.9183483733254,-2380.3101755447387,-5.608172828586703,-2372.441303668915,-2366.2028368148804,-6.2384668540348684,13.477044704410218,14.107338729858384,0.6302940254481655
51,O=C(C(c1ccccc1)C(N1)=O)NC1=O,OC(NC(N1)=O)=C(c2ccccc2)C1=O,15.0,-2751.791914918896,-2728.85497265625,-22.93694226264597,-2735.4626232725695,-2719.473597679138,-15.989025593431506,16.32929164632651,9.381374977112046,-6.9479166692144645
52,CC(C)(CC(C1)=O)CC1=O,CC(C)(C1)CC(O)=CC1=O,10.0,-2322.90617375163,-2320.181827217102,-2.72434653452774,-2312.632032265613,-2311.2128590393067,-1.4191732263061567,10.274141486017015,8.968968177795432,-1.3051733082215833
53,CCC(C(CC(C)(C)C1)=O)C1=O,CCC(C(CC(C)(C)C1)=O)=C1O,12.0,-2916.764741538365,-2909.833996032715,-6.930745505650066,-2911.8738630145463,-2904.1097403945923,-7.764122619953923,4.890878523818628,5.724255638122486,0.8333771143038575
54,O=C(C1c2ccccc2)c(cccc2)c2C1=O,OC(c(cccc1)c1C1=O)=C1c1ccccc1,17.0,-3358.3124836548595,-3320.659433441162,-37.6530502136975,-3345.4081982646744,-3312.848687942505,-32.559510322169444,12.904285390185123,7.81074549865707,-5.093539891528053
55,CC(C(c1c2cccc1)=O)C2=O,CC(C(c1c2cccc1)=O)=C2O,12.0,-2398.2532905603443,-2385.7497578887937,-12.503532671550602,-2383.698039507383,-2372.8166525115967,-10.881386995786215,14.555251052961466,12.93310537719708,-1.6221456757643864
56,O=C(C(C(c1ccccc1)=O)c1ccccc1)c1ccccc1,O/C(/c1ccccc1)=C(\C(c1ccccc1)=O)/c1ccccc1,23.0,-4739.307237076874,-4655.801110656738,-83.50612642013584,-4725.25523106706,-4644.673868499756,-80.58136256730359,14.05200600981425,11.127242156981993,-2.924763852832257
57,CC(/C(/C)=N/C)C(C)=O,C/C(/C(C)=O)=C(\C)/NC,9.0,-2202.038117370123,-2201.9778396606443,-0.06027770947866884,-2206.308314247634,-2207.0898189926147,0.7815047449807935,-4.270196877510898,-5.11197933197036,-0.8417824544594623
58,CCOC(CC1=Nc(cccc2)c2NC1=O)=O,CCOC(/C=C1\Nc(cccc2)c2NC1=O)=O,17.0,-3329.83882528993,-3303.6736923065187,-26.16513298341124,-3331.112526288726,-3307.55425730896,-23.55826897976567,-1.2737009987959027,-3.8805650024414717,-2.606864003645569
59,CCOC(C(C)C1=Nc(cccc2)c2NC1=O)=O,CCOC(/C(/C)=C1\Nc(cccc2)c2NC1=O)=O,18.0,-3626.352519266985,-3595.049300628662,-31.30321863832296,-3624.4539692169988,-3601.579544128418,-22.874425088580665,1.89855004998617,-6.530243499756125,-8.428793549742295
60,CC(C)C(Cc1nc2ccccc2cc1C)=O,CC(C)C(/C=C1/Nc(cccc2)c2C=C1C)=O,17.0,-3819.1971786876275,-3780.90682901001,-38.29034967761754,-3802.6460111682723,-3784.9211095275878,-17.724901640684493,16.551167519355204,-4.014280517577845,-20.56544803693305
61,CC(C(Cc1ccccc1)c1nc2ccccc2cc1)=O,CC(/C(/Cc1ccccc1)=C1/Nc(cccc2)c2C=C1)=O,21.0,-4481.276550133985,-4415.777538391113,-65.49901174287243,-4471.960870350175,-4409.8711833343505,-62.08968701582489,9.315679783810083,5.90635505676255,-3.409324727047533
62,CC(C(C(C)(C)C)=O)c1nc2ccccc2cc1,CC(C)(C)C(/C(/C)=C1/Nc(cccc2)c2C=C1)=O,18.0,-4114.466445159179,-4075.0429589538576,-39.423486205321296,-4097.528970943609,-4073.786033111572,-23.742937832037114,16.937474215569637,1.2569258422854546,-15.680548373284182
63,Cc1n[nH]cc1,Cc1ccn[nH]1,6.0,-1249.0537576594425,-1249.0473593215943,-0.006398337848168012,-1249.0680771913985,-1249.0933680152893,0.025290823890827596,-0.014319531956061837,-0.046008693695057445,-0.03168916173899561
64,c1c[nH]nc1-c1ccccc1,c1c(-c2ccccc2)[nH]nc1,11.0,-2213.2339462539107,-2195.2955827331543,-17.93836352075641,-2212.7625707821007,-2196.2632608032227,-16.499309978878046,0.4713754718100063,-0.9676780700683594,-1.4390535418783656
65,Cc1cc(-c2ccccc2)n[nH]1,Cc1n[nH]c(-c2ccccc2)c1,12.0,-2514.3090320917727,-2496.3442769851686,-17.964755106604116,-2513.76230321292,-2497.5786823196413,-16.183620893278658,0.5467288788527185,-1.23440533447274,-1.7811342133254584
66,Oc1cc2ccccc2cn1,O=C1NC=C(C=CC=C2)C2=C1,11.0,-2159.705689854732,-2140.6627661361695,-19.042923718562633,-2158.99368675683,-2150.6676776733398,-8.326009083490135,0.7120030979021976,-10.004911537170301,-10.716914635072499
67,Cc1nc(O)cc2ccccc12,CC(N1)=C(C=CC=C2)C2=CC1=O,12.0,-2465.7167545608772,-2444.205430686951,-21.511323873926358,-2460.0058718276127,-2450.236176361084,-9.769695466528901,5.710882733264498,-6.030745674132959,-11.741628407397457
68,CCOC(C(C(C)=NO1)C1=O)=O,CCOC(C1=C(C)NOC1=O)=O,12.0,-2260.0832800264343,-2256.995440246582,-3.087839779852402,-2259.2173239187614,-2257.2980595703125,-1.9192643484489054,0.8659561076729005,-0.3026193237305961,-1.1685754314034966
69,CC(C)=O,CC(O)=C,4.0,-984.3677659894257,-985.7112787284851,1.3435127390594062,-963.5088359612686,-964.7624560432434,1.2536200819748728,20.858930028157147,20.94882268524168,0.08989265708453331
70,CC(C)C(C)=O,CC(C)C(O)=C,6.0,-1580.596775752406,-1580.4419100265502,-0.15486572585587055,-1559.9489896355417,-1558.9001645965577,-1.0488250389839777,20.64778611686438,21.54174542999249,0.8939593131281072
71,CC(C)(C)C(C)=O,CC(C)(C)C(O)=C,7.0,-1877.7999546589972,-1877.7409397277831,-0.0590149312140511,-1857.0319789793853,-1856.5827466964722,-0.4492322829130444,20.767975679611936,21.15819303131093,0.3902173516989933
72,O=C1CCCCC1,OC1=CCCCC1,7.0,-1752.729477958573,-1752.7695395736694,0.0400616150964197,-1736.9573540978934,-1736.0009102096558,-0.9564438882375725,15.772123860679585,16.768629364013577,0.9965055033339922
73,O=C(CCC1)c2c1cccc2,OC1=CCCc2c1cccc2,11.0,-2424.63462933363,-2413.4825316696165,-11.152097664013581,-2406.509316088471,-2395.4610231170655,-11.048292971405772,18.12531324515885,18.02150855255104,-0.10380469260780956
74,O=C1CCCC1,OC1=CCCC1,6.0,-1452.5243173348385,-1452.5570951156617,0.03277778082315308,-1434.192588592098,-1433.8824038658142,-0.31018472628375093,18.33172874274055,18.674691249847456,0.342962507106904
75,CC(c(cc1)ccc1OC)=O,COc(cc1)ccc1C(O)=C,11.0,-2346.0817645647794,-2341.8634461135866,-4.218318451192772,-2324.205068422891,-2319.4748944015505,-4.730174021340645,21.87669614188826,22.388551712036133,0.5118555701478726
76,CC(c(cc1)ccc1[N+]([O-])=O)=O,C=C(c(cc1)ccc1[N+]([O-])=O)O,12.0,-2149.076351058046,-2144.444803916931,-4.631547141114879,-2130.789789177585,-2124.5929762802125,-6.196812897372638,18.286561880460795,19.851827636718554,1.5652657562577588
77,O=C(Cc1ccccc1)c1ccco1,O/C(/c1ccco1)=C\c1ccccc1,14.0,-2838.041365658037,-2825.2450333328247,-12.796332325212461,-2823.495280260198,-2812.0724716186523,-11.422808641545544,14.546085397839306,13.172561714172389,-1.3735236836669173
78,O=C(Cc1ccccc1)c1ccncc1,O/C(/c1ccncc1)=C\c1ccccc1,15.0,-3080.0463577671317,-3061.4680939636232,-18.578263803508435,-3066.0513870322043,-3051.285305603027,-14.76608142917712,13.994970734927392,10.182788360596078,-3.8121823743313143
79,O=C(Cc1ccccc1)c1cnccc1,O/C(/c1cnccc1)=C\c1ccccc1,15.0,-3081.110978162459,-3061.831940917969,-19.279037244490155,-3065.643457020663,-3050.694142272949,-14.949314747713743,15.467521141796169,11.137798645019757,-4.329722496776412
80,O=C(Cc1ccccc1)c1ncccc1,O/C(/c1ncccc1)=C\c1ccccc1,15.0,-3083.5507624673996,-3060.3652928466795,-23.18546962072014,-3073.935886734829,-3053.621104522705,-20.3147822121241,9.614875732570454,6.744188323974413,-2.8706874085960408
81,O=C(Cc1ccccc1)c1nccnc1,O/C(/c1nccnc1)=C\c1ccccc1,15.0,-2952.2403116182377,-2932.397081680298,-19.843229937939668,-2942.547449376522,-2925.0963904953005,-17.451058881221343,9.69286224171583,7.300691184997504,-2.3921710567183254
82,CCOC(C(Cc1ccccc1)=O)=O,CCOC(/C(/O)=C/c1ccccc1)=O,14.0,-2923.923899272132,-2916.32993094635,-7.593968325782043,-2918.370200683702,-2906.992189453125,-11.378011230577158,5.553698588430052,9.337741493225167,3.7840429047951147
83,O=C(Cc1cnccc1)c1ccccc1,O/C(/c1ccccc1)=C\c1cnccc1,15.0,-3081.3438853275,-3068.809075744629,-12.534809582871276,-3066.658959018078,-3052.1051928405764,-14.55376617750153,14.68492630942228,16.703882904052534,2.0189565946302537
84,O=C(Cc1ccncc1)c1ccccc1,O/C(/c1ccccc1)=C\c1ccncc1,15.0,-3081.693597803793,-3062.890404785156,-18.803193018637103,-3067.7269228757305,-3052.85540725708,-14.871515618650392,13.96667492806273,10.034997528076019,-3.931677399986711
85,O=C(Cc1ncccc1)c1ccccc1,O/C(/c1ccccc1)=C\c1ncccc1,15.0,-3084.696963217354,-3060.4469296875,-24.250033529854136,-3068.6342223254474,-3053.021847885132,-15.612374440315307,16.062740891906742,7.425081802367913,-8.637659089538829
86,O=C(Cc1nccnc1)c1ccccc1,O/C(/c1ccccc1)=C\c1nccnc1,15.0,-2953.9270268499927,-2932.781689727783,-21.14533712220964,-2939.1834619348606,-2925.8381597213747,-13.345302213485866,14.743564915132083,6.943530006408309,-7.800034908723774
87,CC(Cc1ccnc2ccccc12)=O,C/C(/O)=C/c1ccnc2ccccc12,14.0,-2922.800641705031,-2889.1489096069336,-33.651732098097455,-2907.028889340202,-2876.5849294281006,-30.44395991210149,15.771752364828899,12.563980178832935,-3.207772185995964
88,O=C(Cc1ccnc2ccccc12)c1ncccc1,O/C(/c1ncccc1)=C\c1ccnc2ccccc12,19.0,-3760.0591556570876,-3704.7181916656496,-55.340963991438,-3750.4829255291943,-3701.624085021973,-48.85884050722143,9.576230127893268,3.094106643676696,-6.482123484216572
89,COC(C(Cc1ccnc2ccccc12)=O)=O,COC(/C(/O)=C/c1ccnc2ccccc12)=O,17.0,-3301.150105022411,-3262.5266132354736,-38.62349178693739,-3294.0686443447535,-3255.239469543457,-38.82917480129663,7.08146067765756,7.287143692016798,0.20568301435923786
90,O=C(Cc1ccnc2ccccc12)c1ccccc1,O/C(/c1ccccc1)=C\c1ccnc2ccccc12,19.0,-3885.1534712719404,-3838.2693774719237,-46.88409380001667,-3870.361810199811,-3824.6902150268556,-45.67159517295522,14.7916610721295,13.57916244506805,-1.21249862706145
91,CCCOC(C(Cc1ccnc2ccccc12)=O)=O,CCCOC(/C(/O)=C/c1ccnc2ccccc12)=O,19.0,-3897.917919256957,-3856.163680343628,-41.75423891332866,-3891.0606826572885,-3849.149597808838,-41.91108484845063,6.85723659966834,7.014082534790305,0.15684593512196443
92,CC(Cc1ncccc1)=O,C/C(/O)=C/c1ncccc1,10.0,-2119.647132423326,-2116.948143585205,-2.698988838121295,-2105.048336037079,-2101.1408583984376,-3.907477638641467,14.598796386247159,15.80728518676733,1.208488800520172
93,CCOC(C(Cc1cn2nccc2nc1)=O)=O,CCOC(/C(/O)=C/c1cn2nccc2nc1)=O,17.0,-3163.5533905168304,-3142.5113082733155,-21.04208224351487,-3159.135168246896,-3133.9795546417236,-25.15561360517222,4.418222269934631,8.531753631591982,4.113531361657351
94,CC(C)(C)C(Cc1ncccc1)=O,CC(C)(C)/C(/O)=C/c1ncccc1,13.0,-3012.065288135567,-3004.8585749816893,-7.206713153877445,-3009.1747990885888,-2999.20733505249,-9.96746403609859,2.8904890469780185,5.651239929199164,2.7607508822211457
95,CCOC(C)=O,CCOC(O)=C,6.0,-1399.6313585041603,-1399.6066308288573,-0.024727675302983698,-1366.3756251892808,-1367.6855704193115,1.3099452300307348,33.255733314879535,31.921060409545817,-1.3346729053337185
96,CCC(O)=O,CC=C(O)O,5.0,-1105.583752241531,-1105.4911740074158,-0.09257823411530808,-1071.789614189599,-1073.7609221191406,1.971307929541581,33.79413805193212,31.730251888275234,-2.063886163656889
97,CC(N)=O,C=C(N)O,4.0,-872.3775747824175,-872.2403805541992,-0.1371942282182772,-840.0257240343952,-845.0014744720459,4.975750437650618,32.35185074802223,27.238906082153335,-5.112944665868895
98,CC(NC)=O,CNC(O)=C,5.0,-1162.7539558998365,-1163.735805015564,0.9818491157275275,-1132.1010991986445,-1133.4144044265747,1.3133052279301864,30.652856701191922,30.321400588989263,-0.3314561122026589
99,OC(C(O)=O)c1ccccc1,OC(c1ccccc1)=C(O)O,11.0,-2167.053773273577,-2164.128959335327,-2.9248139382498266,-2134.534411173755,-2129.5487195892333,-4.985691584521646,32.51936209982205,34.580239746093866,2.0608776462718197
100,N#CC(C(O)=O)c1ccccc1,N#CC(c1ccccc1)=C(O)O,12.0,-2261.9157489851564,-2256.1551437988282,-5.760605186328121,-2243.659334742838,-2239.972399520874,-3.686935221963722,18.256414242318442,16.182744277954043,-2.0736699643643988
101,OC(C1=CC=CC1)=O,OC(O)=C1C=CC=C1,8.0,-1584.4717617940519,-1584.365756629944,-0.10600516410795535,-1558.5413366225541,-1561.9569716491699,3.415635026615746,25.930425171497745,22.408784980774044,-3.5216401907237014
102,OC(C1=CCc2c1cccc2)=O,OC(O)=C(C=C1)c2c1cccc2,12.0,-2398.1446361935496,-2384.466264884949,-13.678371308600617,-2371.6974685069363,-2360.2428196105957,-11.454648896340586,26.447167686613284,24.223445274353253,-2.223722412260031
103,CC(CC(OC)=O)=O,C/C(/O)=C/C(OC)=O,8.0,-1667.7063510813934,-1667.7567338790893,0.050382797695874615,-1652.0149077019994,-1651.6334578170777,-0.3814498849217216,15.691443379394059,16.123276062011655,0.4318326826175962
104,O=C(C1)C=CNC1=O,OC(C=CN1)=CC1=O,8.0,-1473.2692998428956,-1472.7323031692504,-0.5369966736452625,-1468.7703387316756,-1469.4151027450562,0.644764013380609,4.498961111220069,3.3172004241941977,-1.1817606870258714
105,CC(C(C)=O)=O,CC(C(O)=C)=O,6.0,-1255.6434949353277,-1255.6646938476563,0.021198912328600272,-1244.3435675442704,-1242.5859969062806,-1.7575706379898293,11.299927391057281,13.07869694137571,1.7787695503184295
106,O=C(CCCC1)C1=O,OC1=CCCCC1=O,8.0,-1718.9527507418304,-1718.9388104782104,-0.01394026362004297,-1710.3714114966717,-1709.8922521133422,-0.47915938332948826,8.581339245158688,9.046558364868133,0.4652191197094453
