,Smiles_A,Smiles_B,Ea_DFT,Ea_nn,Diff_MolA,Eb_DFT,Eb_nn,Diff_molB,Diff_abi,Diff_NN,Diff_NN_abi
24,CC(C(CCC1)=C1O)=O,CC(C(CCC1)C1=O)=O,-1977.2187509095784,-1987.58622632817,10.367475418591539,-1988.1207303564534,-1998.17153723474,10.050806878286721,-10.901979446874975,-10.585310906570157,0.3166685403048177
25,CC(C(CCCC1)=C1O)=O,CC(C(CCCC1)C1=O)=O,-2272.0318235187387,-2282.30791898319,10.276095464451373,-2281.8157831850476,-2292.07881280031,10.26302961526244,-9.783959666308874,-9.77089381711994,0.013065849188933498
26,CC(C(CCC1)=C1O)=O,C/C(/O)=C(\CCC1)/C1=O,-1977.2187069827096,-1987.56581751798,10.347110535270303,-1973.4973863804114,-1983.73283183842,10.235445458008599,3.721320602298192,3.832985679559897,0.11166507726170494
27,CC(C(CCCC1)=C1O)=O,C/C(/O)=C(\CCCC1)/C1=O,-2272.4067249170816,-2282.42051931528,10.01379439819857,-2264.5536473592665,-2274.88614959429,10.33250223502364,7.853077557815141,7.534369720990071,-0.31870783682506953
28,OC(CCCC1CC2)=C1C2=O,O=C(CCC1CCC2)C1C2=O,-2433.443852925973,-2443.56003956124,10.11618663526724,-2439.225668140603,-2449.04279604393,9.817127903327219,-5.7818152146301145,-5.4827564826900925,0.29905873194002197
29,OC(CCC1CC2)=C1C2=O,O=C(CCC1CC2)C1C2=O,-2132.12032878137,-2142.37332846405,10.252999682679729,-2145.5154103398786,-2155.11704698638,9.601636646501447,-13.395081558508537,-12.743718522330255,0.6513630361782816
30,CC=O,C=CO,-674.0198720762623,-680.838787673387,6.818915597124601,-659.7915235313003,-664.837620715801,5.046097184500695,14.228348544962046,16.00116695758595,1.7728184126239057
31,CC(c1ccccc1)=O,C=C(c1ccccc1)O,-1922.0887148396619,-1932.47311409654,10.384399256878169,-1903.1637411733864,-1913.12538609712,9.96164492373373,18.92497366627549,19.34772799941993,0.42275433314443944
32,CCC(C)=O,C/C=C(/C)\O,-1267.7145816830048,-1276.74939065082,9.034808967815252,-1252.8593396048977,-1260.93001165125,8.070672046352229,14.85524207810704,15.819378999570063,0.9641369214630231
33,CC(C)C=O,CC(C)=CO,-1261.4323208218532,-1270.00788561197,8.575564790116914,-1246.7837069728612,-1253.81463832226,7.03093134939877,14.648613848992,16.193247289710143,1.544633440718144
34,CC(C)C(C)=O,CC(C)=C(C)O,-1561.585132395796,-1571.12316587348,9.538033477683939,-1544.4653108419423,-1552.82877879316,8.363467951217672,17.119821553853853,18.29438708032012,1.1745655264662673
35,CC(C)C(c1ccccc1)=O,CC(C)=C(c1ccccc1)O,-2507.4653251248205,-2516.48019056086,9.0148654360396,-2490.242471843428,-2500.64823199294,10.405760149511934,17.222853281392418,15.831958567920083,-1.3908947134723348
36,O=CCc1ccccc1,O/C=C\c1ccccc1,-1911.7809724360952,-1923.02383497794,11.242862541844715,-1901.4726445501135,-1910.62513091066,9.15248636054639,10.308327885981726,12.39870406728005,2.090376181298325
37,CC(Cc1ccccc1)=O,C/C(/O)=C/c1ccccc1,-2212.248720838813,-2222.18444384958,9.935723010767106,-2199.8280558490646,-2208.58601843148,8.75796258241553,12.420664989748275,13.59842541809985,1.1777604283515757
38,O=C(Cc1ccccc1)c1ccccc1,O/C(/c1ccccc1)=C\c1ccccc1,-3157.927311827607,-3155.96668221214,-1.9606296154670417,-3146.095704903228,-3155.59193423191,9.496229328681693,11.831606924378775,0.3747479802300404,-11.456858944148735
39,O=CC(c1ccccc1)c1ccccc1,OC=C(c1ccccc1)c1ccccc1,-3146.652936069053,-3138.59491410289,-8.058021966162869,-3139.6076912127705,-3128.5998752497,-11.007815963070698,7.045244856282352,9.99503885319018,2.949793996907829
40,COCC(c1ccccc1)=O,CO/C=C(/c1ccccc1)\O,-2299.5253982655354,-2309.66522529261,10.139827027074716,-2287.908649583025,-2299.87902486784,11.970375284814963,11.616748682510206,9.786200424769959,-1.8305482577402472
41,O=C(C1)Cc2c1cccc2,OC(C1)=Cc2c1cccc2,-2084.6070487313764,-2097.05978794663,12.452739215253587,-2070.3566432501607,-2080.3402220734,9.98357882323944,14.250405481215694,16.71956587322984,2.469160392014146
42,O=C(CC1)c2c1cccc2,OC1=CCc2c1cccc2,-2088.94264895245,-2101.31185798718,12.36920903472992,-2071.321135484068,-2082.51851068529,11.197375201222258,17.62151346838209,18.793347301889753,1.1718338335076623
43,CCC(C)=O,CCC(O)=C,-1267.7145597195704,-1276.74956658884,9.035006869269637,-1248.9938177579006,-1257.05858351457,8.06476575666943,18.720741961669773,19.69098307426998,0.9702411126002062
44,O=CC1c(cccc2)c2-c2c1cccc2,OC=C1c(cccc2)c2-c2c1cccc2,-3028.811436407973,-3013.48538886957,-15.32604753840269,-3023.7472099064794,-2996.12699204975,-27.620217856729596,5.064226501493522,17.358396819820427,12.294170318326906
45,CC(C1c(cccc2)c2-c2c1cccc2)=O,CC(O)=C1c(cccc2)c2-c2c1cccc2,-3328.5952672980825,-3298.60244913531,-29.992818162772437,-3319.1478646381242,-3284.61608038555,-34.5317842525742,9.447402659958243,13.986368749760004,4.538966089801761
46,O=C(C1c(cccc2)c2-c2c1cccc2)c1ccccc1,OC(c1ccccc1)=C1c(cccc2)c2-c2c1cccc2,-4271.928706264509,-4186.37267304545,-85.55603321905892,-4264.617233829953,-4151.14143663858,-113.4757971913732,7.311472434555981,35.231236406870266,27.919763972314286
47,O=C(CC(N1)=O)NC1=O,OC(NC(N1)=O)=CC1=O,-1457.7652990832662,-1468.09183872374,10.326539640473811,-1439.2891362833882,-1449.61438813477,10.325251851381836,18.47616279987801,18.477450588969987,0.0012877890919753554
48,CC(C(NC(N1)=O)=O)C1=O,CC(C(NC(N1)=O)=O)=C1O,-1752.0050137176952,-1763.0616919544,11.056678236704784,-1740.46476807116,-1750.27029422896,9.805526157799932,11.54024564653514,12.791397725439992,1.2511520789048518
49,CCC(C(NC(N1)=O)=O)C1=O,CCC(C(NC(N1)=O)=O)=C1O,-2044.3829168532538,-2056.07150768561,11.688590832356113,-2033.4735376115084,-2042.88759224002,9.414054628511622,10.909379241745455,13.183915445589946,2.274536203844491
50,CC(C)C(C(NC(N1)=O)=O)C1=O,CC(C)C(C(NC(N1)=O)=O)=C1O,-2336.0990008292642,-2347.741907279,11.64290644973562,-2325.120993384138,-2333.23898450578,8.117991121642262,10.978007445126423,14.50292277321978,3.524915328093357
51,O=C(C(c1ccccc1)C(N1)=O)NC1=O,OC(NC(N1)=O)=C(c2ccccc2)C1=O,-2692.2747813265064,-2683.8083306213,-8.466450705206626,-2678.4775837913244,-2679.03302091257,0.5554371212456317,13.797197535182022,4.775309708729765,-9.021887826452257
52,CC(C)(CC(C1)=O)CC1=O,CC(C)(C1)CC(O)=CC1=O,-2280.9011046487294,-2291.04658444348,10.145479794750372,-2272.891499966631,-2282.24950756091,9.358007594279115,8.009604682098598,8.797076882569854,0.7874722004712567
53,CCC(C(CC(C)(C)C1)=O)C1=O,CCC(C(CC(C)(C)C1)=O)=C1O,-2866.28906187183,-2875.18139190951,8.892330037679585,-2864.0395135432996,-2872.42285971132,8.38334616802058,2.2495483285306364,2.7585321981896413,0.508983869659005
54,O=C(C1c2ccccc2)c(cccc2)c2C1=O,OC(c(cccc1)c1C1=O)=C1c1ccccc1,-3295.2481943333123,-3278.22143715095,-17.026757182362417,-3285.9116674847523,-3263.94230753776,-21.969359946992427,9.33652684855997,14.27912961318998,4.94260276463001
55,CC(C(c1c2cccc1)=O)C2=O,CC(C(c1c2cccc1)=O)=C2O,-2353.8329275495303,-2363.27090057839,9.437973028859687,-2341.581704183688,-2349.85158006352,8.269875879831943,12.25122336584218,13.419320514869923,1.1680971490277443
56,O=C(C(C(c1ccccc1)=O)c1ccccc1)c1ccccc1,O/C(/c1ccccc1)=C(\C(c1ccccc1)=O)/c1ccccc1,-4655.749186255367,-4556.882306408,-98.86687984736727,-4643.540707498808,-4546.71731142856,-96.82339607024824,12.208478756559089,10.164994979440053,-2.043483777119036
57,CC(/C(/C)=N/C)C(C)=O,C/C(/C(C)=O)=C(\C)/NC,-2173.1963965654545,-2183.75131143691,10.554914871455367,-2179.918733121269,-2189.1241066578,9.20537353653117,-6.722336555814309,-5.3727952208901115,1.3495413349241971
58,CCOC(CC1=Nc(cccc2)c2NC1=O)=O,CCOC(/C=C1\Nc(cccc2)c2NC1=O)=O,-3268.1377855115898,-3269.68844323474,1.5506577231503798,-3271.599050888393,-3271.39257888571,-0.20647200268285815,-3.4612653768031123,-1.7041356509698744,1.757129725833238
59,CCOC(C(C)C1=Nc(cccc2)c2NC1=O)=O,CCOC(/C(/C)=C1\Nc(cccc2)c2NC1=O)=O,-3560.6852319303953,-3556.39000129861,-4.295230631785216,-3560.957092815848,-3556.32032984313,-4.636762972717861,-0.2718608854524973,0.06967145548014742,0.34153234093264473
60,CC(C)C(Cc1nc2ccccc2cc1C)=O,CC(C)C(/C=C1/Nc(cccc2)c2C=C1C)=O,-3761.1176658374643,-3758.67579414655,-2.4418716909144678,-3747.7990779020593,-3754.20239407823,6.403316176170847,13.318587935405048,4.473400068319734,-8.845187867085315
61,CC(C(Cc1ccccc1)c1nc2ccccc2cc1)=O,CC(/C(/Cc1ccccc1)=C1/Nc(cccc2)c2C=C1)=O,-4408.029552600194,-4364.63025877741,-43.399293822783875,-4401.260081258315,-4361.27969514566,-39.98038611265474,6.7694713418786705,3.3505636317495373,-3.418907710129133
62,CC(C(C(C)(C)C)=O)c1nc2ccccc2cc1,CC(C)(C)C(/C(/C)=C1/Nc(cccc2)c2C=C1)=O,-4049.945550611396,-4045.66624243744,-4.279308173955997,-4036.0151147232004,-4034.99841660001,-1.0166981231905083,13.930435888195461,10.667825837429973,-3.2626100507654883
63,Cc1n[nH]cc1,Cc1ccn[nH]1,-1232.2848956720356,-1242.90859240725,10.623696735214253,-1232.342765557432,-1242.78156515761,10.438799600178072,-0.057869885396257814,0.12702724963992296,0.18489713503618077
64,c1c[nH]nc1-c1ccccc1,c1c(-c2ccccc2)[nH]nc1,-2178.9022277086747,-2187.87600235179,8.97377464311512,-2178.6897182993403,-2189.66775513618,10.978036836839692,0.21250940933441598,-1.7917527843901553,-2.0042621937245713
65,Cc1cc(-c2ccccc2)n[nH]1,Cc1n[nH]c(-c2ccccc2)c1,-2476.5916762892393,-2485.05607694477,8.46440065553088,-2476.3004267110427,-2486.96623601587,10.665809304827235,0.2912495781965845,-1.9101590710997698,-2.2014086492963543
66,Oc1cc2ccccc2cn1,O=C1NC=C(C=CC=C2)C2=C1,-2125.1027302416555,-2137.25247648622,12.14974624456454,-2125.87898830928,-2142.60327945475,16.724291145470033,-0.7762580676244397,-5.350802968529933,-4.574544900905494
67,Cc1nc(O)cc2ccccc12,CC(N1)=C(C=CC=C2)C2=CC1=O,-2426.973723119041,-2435.46477943603,8.491056316988761,-2422.7913668026113,-2437.1754247937,14.384057991088866,4.182356316429832,-1.7106453576702734,-5.8930016741001054
68,CCOC(C(C(C)=NO1)C1=O)=O,CCOC(C1=C(C)NOC1=O)=O,-2212.001715658788,-2222.76908588635,10.767370227561969,-2213.1535352828882,-2223.50204367305,10.348508390161896,-1.1518196241004262,-0.7329577867003536,0.41886183740007255
69,CC(C)=O,CC(O)=C,-973.5026545587069,-981.166305455313,7.6636508966061,-953.5373514283941,-960.154203797191,6.616852368796913,19.965303130312805,21.012101658121992,1.0467985278091874
70,CC(C)C(C)=O,CC(C)C(O)=C,-1561.5851217278478,-1571.12228618338,9.53716445553232,-1541.7127841691506,-1550.37250811143,8.65972394227947,19.872337558697154,20.749778071950004,0.87744051325285
71,CC(C)(C)C(C)=O,CC(C)(C)C(O)=C,-1853.5607068232187,-1863.45755555016,9.896848726941244,-1833.8529632446725,-1842.82407250869,8.971109264017514,19.707743578546115,20.633483041469844,0.9257394629237297
72,O=C1CCCCC1,OC1=CCCCC1,-1725.8443458595054,-1736.46215069234,10.617804832834508,-1711.192080432605,-1721.28239436045,10.090313927845045,14.652265426900385,15.179756331889848,0.5274909049894632
73,O=C(CCC1)c2c1cccc2,OC1=CCCc2c1cccc2,-2384.250799344636,-2393.59399407225,9.34319472761399,-2367.4861999515874,-2378.3326024996,10.84640254801252,16.764599393048684,15.261391572650155,-1.5032078203985293
74,O=C1CCCC1,OC1=CCCC1,-1429.9016850150044,-1440.75133449512,10.849649480115659,-1412.9595125069097,-1422.38859549447,9.429082987560378,16.9421725080947,18.36273900064998,1.420566492555281
75,CC(c(cc1)ccc1OC)=O,COc(cc1)ccc1C(O)=C,-2309.5186129877834,-2319.63492907108,10.116316083296624,-2288.522392666499,-2297.9982474459,9.475854779400834,20.996220321284454,21.636681625180245,0.6404613038957905
76,CC(c(cc1)ccc1[N+]([O-])=O)=O,C=C(c(cc1)ccc1[N+]([O-])=O)O,-2106.305811557957,-2115.73508083784,9.429269279883101,-2089.2772838446094,-2097.85080527956,8.573521434950635,17.028527713347557,17.884275558280024,0.8557478449324663
77,O=C(Cc1ccccc1)c1ccco1,O/C(/c1ccco1)=C\c1ccccc1,-2788.269215401763,-2793.86020050785,5.590985106086919,-2776.49677546047,-2785.32280814117,8.826032680699882,11.772439941293214,8.537392366680251,-3.235047574612963
78,O=C(Cc1ccccc1)c1ccncc1,O/C(/c1ccncc1)=C\c1ccccc1,-3029.8165358950905,-3028.97743518499,-0.8391007101004107,-3019.3755369401265,-3029.60483016035,10.229293220223553,10.440998954964016,-0.6273949753599481,-11.068393930323964
79,O=C(Cc1ccccc1)c1cnccc1,O/C(/c1cnccc1)=C\c1ccccc1,-3030.8724048029744,-3030.43490573348,-0.4374990694946064,-3018.8747850605464,-3029.49082232411,10.616037263563612,11.997619742428014,0.9440834093697958,-11.053536333058219
80,O=C(Cc1ccccc1)c1ncccc1,O/C(/c1ncccc1)=C\c1ccccc1,-3033.4488267732436,-3034.40125243135,0.9524256581062218,-3027.893475279423,-3032.16332083106,4.26984555163699,5.555351493820581,2.237931600289812,-3.3174198935307686
81,O=C(Cc1ccccc1)c1nccnc1,O/C(/c1nccnc1)=C\c1ccccc1,-2903.10538360821,-2905.60688133038,2.5014977221699155,-2897.9059740482335,-2901.44365998936,3.5376859411267105,5.19940955997663,4.163221341019835,-1.036188218956795
82,CCOC(C(Cc1ccccc1)=O)=O,CCOC(/C(/O)=C/c1ccccc1)=O,-2872.2480159530246,-2879.10322628861,6.855210335585525,-2870.370774827368,-2877.82151782099,7.4507429936215885,1.8772411256563828,1.2817084676203194,-0.5955326580360634
83,O=C(Cc1cnccc1)c1ccccc1,O/C(/c1ccccc1)=C\c1cnccc1,-3031.515561945757,-3040.9144778907,9.398915944942928,-3019.789136655474,-3030.46763020499,10.678493549516133,11.726425290282805,10.4468476857096,-1.2795776045732055
84,O=C(Cc1ccncc1)c1ccccc1,O/C(/c1ccccc1)=C\c1ccncc1,-3031.663154972357,-3031.52677707871,-0.13637789364702257,-3020.75532446652,-3030.93703283939,10.181708372870162,10.907830505836955,0.5897442393197707,-10.318086266517184
85,O=C(Cc1ncccc1)c1ccccc1,O/C(/c1ccccc1)=C\c1ncccc1,-3034.591984646162,-3031.42930741625,-3.1626772299118784,-3021.637738089655,-3031.59011476552,9.952376675864798,12.95424655650686,-0.16080734926981677,-13.115053905776676
86,O=C(Cc1nccnc1)c1ccccc1,O/C(/c1ccccc1)=C\c1nccnc1,-2905.0491996696364,-2904.21081315048,-0.8383865191563018,-2893.340590490083,-2903.17735322751,9.836762737427307,11.708609179553605,1.0334599229699961,-10.675149256583609
87,CC(Cc1ccnc2ccccc12)=O,C/C(/O)=C/c1ccnc2ccccc12,-2876.0297698872932,-2872.8137939893,-3.215975897993303,-2863.1126710293042,-2859.68600277174,-3.4266682575644154,12.917098857989004,13.127791217560116,0.21069235957111232
88,O=C(Cc1ccnc2ccccc12)c1ncccc1,O/C(/c1ncccc1)=C\c1ccnc2ccccc12,-3696.4310983306573,-3665.28718996718,-31.143908363477294,-3690.7783722625963,-3672.37784400452,-18.40052825807652,5.652726068060929,-7.090654037339846,-12.743380105400774
89,COC(C(Cc1ccnc2ccccc12)=O)=O,COC(/C(/O)=C/c1ccnc2ccccc12)=O,-3239.464899195605,-3227.43763175016,-12.027267445444977,-3236.1607238345828,-3226.18178617132,-9.978937663262968,3.304175361022317,1.255845578840308,-2.048329782182009
90,O=C(Cc1ccnc2ccccc12)c1ccccc1,O/C(/c1ccccc1)=C\c1ccnc2ccccc12,-3820.879387427388,-3802.29469966602,-18.58468776136806,-3809.0906932894004,-3794.88911657486,-14.201576714540352,11.788694137987477,7.4055830911597695,-4.3831110468277075
91,CCCOC(C(Cc1ccnc2ccccc12)=O)=O,CCCOC(/C(/O)=C/c1ccnc2ccccc12)=O,-3828.803719387771,-3814.40979164685,-14.393927740920844,-3825.7271906353767,-3813.0747739595,-12.652416675876793,3.076528752394097,1.335017687350046,-1.741511065044051
92,CC(Cc1ncccc1)=O,C/C(/O)=C/c1ncccc1,-2087.976626180943,-2098.87757955781,10.90095337686671,-2075.571221385662,-2085.10180861667,9.530587231008212,12.405404795281356,13.775770941139854,1.3703661458584975
93,CCOC(C(Cc1cn2nccc2nc1)=O)=O,CCOC(/C(/O)=C/c1cn2nccc2nc1)=O,-3102.3093241679962,-3109.09784960772,6.788525439723799,-3101.5148985746127,-3105.15894924079,3.6440506661774634,0.7944255933834938,3.938900366929829,3.144474773546335
94,CC(C)(C)C(Cc1ncccc1)=O,CC(C)(C)/C(/O)=C/c1ncccc1,-2966.0291150110415,-2974.47430006485,8.445185053808473,-2966.818740025057,-2975.6147303033,8.795990278242698,-0.7896250140156553,-1.1404302384498806,-0.35080522443422524
95,CCOC(C)=O,CCOC(O)=C,-1379.7493231979038,-1388.86439771589,9.115074517986159,-1347.4317667844448,-1355.34002399929,7.908257214845207,32.31755641345899,33.52437371659994,1.2068173031409515
96,CCC(O)=O,CC=C(O)O,-1087.6703656280026,-1096.04925740259,8.378891774587373,-1055.110349837927,-1063.00545838459,7.895108546662868,32.56001579007557,33.04379901800007,0.4837832279245049
97,CC(N)=O,C=C(N)O,-861.7028364521644,-867.943240747266,6.240404295101598,-829.7237277830727,-833.568910461407,3.845182678334254,31.979108669091715,34.37433028585906,2.395221616767344
98,CC(NC)=O,CNC(O)=C,-1149.4113252794778,-1158.17992142471,8.768596145232323,-1119.5550578837265,-1127.67182910398,8.11677122025344,29.856267395751274,30.508092320730157,0.6518249249788823
99,OC(C(O)=O)c1ccccc1,OC(c1ccccc1)=C(O)O,-2124.292166544,-2133.27557350721,8.9834069632102,-2094.6300151223827,-2102.62118872377,7.991173601387345,29.66215142161718,30.654384783440037,0.9922333618228549
100,N#CC(C(O)=O)c1ccccc1,N#CC(c1ccccc1)=C(O)O,-2218.333357224051,-2223.35777449756,5.024417273509243,-2202.8282547628733,-2208.28622004729,5.457965284416787,15.505102461177557,15.071554450270014,-0.43354801090754336
101,OC(C1=CC=CC1)=O,OC(O)=C1C=CC=C1,-1555.056071555827,-1565.45743385113,10.401362295302988,-1531.145951676236,-1539.13094839439,7.98499671815398,23.910119879590866,26.326485456739874,2.4163655771490085
102,OC(C1=CCc2c1cccc2)=O,OC(O)=C(C=C1)c2c1cccc2,-2353.271562237708,-2358.45301386908,5.181451631372056,-2330.086041799578,-2331.7554751305,1.6694333309219473,23.18552043812997,26.69753873858008,3.5120183004501087
103,CC(CC(OC)=O)=O,C/C(/O)=C/C(OC)=O,-1637.843436722008,-1647.90621201587,10.06277529386216,-1624.2978811617627,-1633.6496024691,9.351721307337357,13.545555560245248,14.25660954677005,0.7110539865248029
104,O=C(C1)C=CNC1=O,OC(C=CN1)=CC1=O,-1444.5055336187843,-1454.98700741764,10.481473798855632,-1441.7699627175953,-1451.3171162816,9.547153564004702,2.7355709011890212,3.6698911360399507,0.9343202348509294
105,CC(C(C)=O)=O,CC(C(O)=C)=O,-1234.9937628016582,-1243.62853078055,8.63476797889166,-1225.494171883138,-1232.22026979061,6.726097907471967,9.499590918520198,11.40826098993989,1.9086700714196922
106,O=C(CCCC1)C1=O,OC1=CCCCC1=O,-1686.3755816849084,-1697.03127377455,10.655692089641661,-1679.7581995984895,-1689.77453424738,10.016334648890506,6.6173820864189565,7.256739527170112,0.6393574407511551
107,O=C(CC=CC=C1)C1=O,OC1=CC=CC=CC1=O,-1693.821336677014,-1703.61505037947,9.793713702455989,-1642.9845867022943,-1650.75746355001,7.772876847715679,50.83674997471962,52.85758682945993,2.0208368547403097
108,CC(CCC1=O)C1=O,CC(CCC1=O)=C1O,-1685.6225006887698,-1696.42305604324,10.800555354470134,-1683.4408444747644,-1693.25212512877,9.811280654005714,2.181656214005443,3.1709309144698636,0.9892747004644207
109,O=C(CCC1)C1=O,OC1=CCCC1=O,-1390.9225617320533,-1401.94380597826,11.021244246206606,-1385.6009708396218,-1395.33346273249,9.732491892868211,5.321590892431459,6.6103432457698545,1.2887523533383956
110,CC(COC1=O)C1=O,CC(COC1=O)=C1O,-1499.5210730482117,-1510.17067079485,10.649597746638165,-1494.4834204202257,-1504.51989350411,10.036473083884403,5.037652627986063,5.650777290739825,0.6131246627537621
111,O=C(Cc1c2cccc1)C2=O,OC1=Cc(cccc2)c2C1=O,-2050.3111208707414,-2061.49690837415,11.185787503408392,-2037.6274443771674,-2045.1626467623,7.535202385132607,12.683676493574012,16.334261611849797,3.650585118275785
112,O=C(CCO1)C1=O,OC1=CCOC1=O,-1204.6451605421082,-1215.47149820626,10.826337664151879,-1197.6593587806858,-1207.50220970257,9.842850921884292,6.985801761422408,7.969288503689995,0.983486742267587
113,O=C(COC1)C1=O,OC1=COCC1=O,-1181.810777693442,-1193.00139818558,11.190620492137896,-1180.938994372748,-1190.23099017112,9.291995798372,0.8717833206940213,2.7704080144599175,1.8986246937658962
114,CC(C1=O)OC(C)C1=O,CC(C1=O)OC(C)=C1O,-1776.4013714116559,-1786.37242382934,9.971052417684177,-1779.1494608431208,-1788.54719368085,9.397732837729109,-2.748089431464905,-2.1747698515098364,0.5733195799550685
